"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9"
"24662656","2656",10.00,230.00,225.00,5.00,20.00,190.00,265.00,175.00
"24662657","2657",5.00,205.00,235.00,10.00,25.00,220.00,265.00,165.00
"24662658","2658",5.00,65.00,90.00,0.00,10.00,50.00,120.00,10.00
"24662659","2659",25.00,280.00,265.00,15.00,20.00,250.00,290.00,285.00
"24662660","2660",15.00,195.00,255.00,10.00,35.00,230.00,315.00,125.00
"24662661","2661",10.00,255.00,245.00,5.00,30.00,225.00,280.00,220.00
"24662662","2662",5.00,265.00,320.00,5.00,20.00,275.00,390.00,230.00
"24662663","2663",10.00,255.00,190.00,15.00,10.00,160.00,260.00,190.00
"24662664","2664",5.00,315.00,395.00,10.00,30.00,355.00,535.00,195.00
"24662665","2665",5.00,300.00,355.00,0.00,25.00,310.00,435.00,160.00
"24662666","2666",5.00,225.00,305.00,0.00,35.00,220.00,460.00,95.00
"24662667","2667",10.00,205.00,300.00,5.00,50.00,280.00,400.00,175.00
"24662668","2668",5.00,265.00,305.00,10.00,25.00,240.00,320.00,200.00
"24662669","2669",10.00,335.00,335.00,10.00,15.00,320.00,455.00,205.00
"24662670","2670",10.00,135.00,180.00,5.00,15.00,85.00,165.00,90.00
"24662671","2671",10.00,245.00,310.00,5.00,15.00,220.00,430.00,150.00
"24662672","2672",0.00,310.00,225.00,5.00,15.00,230.00,330.00,260.00
"24662673","2673",20.00,330.00,340.00,15.00,25.00,335.00,490.00,285.00
"24662674","2674",35.00,390.00,270.00,40.00,0.00,340.00,350.00,395.00
"24662675","2675",10.00,365.00,365.00,10.00,50.00,350.00,470.00,355.00
"24662676","2676",10.00,195.00,260.00,15.00,45.00,155.00,310.00,170.00
"24662677","2677",15.00,335.00,300.00,30.00,40.00,230.00,205.00,390.00
"24662678","2678",20.00,255.00,200.00,20.00,15.00,155.00,240.00,290.00
"24662679","2679",15.00,270.00,235.00,25.00,50.00,185.00,255.00,250.00
"24662680","2680",5.00,240.00,200.00,15.00,0.00,185.00,260.00,250.00
"24662681","2681",10.00,280.00,195.00,25.00,20.00,230.00,275.00,280.00
"24662682","2682",15.00,250.00,210.00,15.00,30.00,175.00,300.00,200.00
"24662683","2683",20.00,280.00,210.00,5.00,20.00,215.00,295.00,245.00
"24662684","2684",15.00,330.00,255.00,20.00,10.00,210.00,285.00,285.00
"24662685","2685",15.00,260.00,245.00,20.00,40.00,210.00,425.00,195.00
"24662686","2686",15.00,350.00,325.00,20.00,20.00,225.00,390.00,300.00
"24662687","2687",20.00,295.00,240.00,15.00,20.00,240.00,305.00,270.00
"24662688","2688",10.00,250.00,190.00,10.00,0.00,175.00,215.00,195.00
"24662689","2689",10.00,275.00,195.00,5.00,20.00,115.00,195.00,205.00
"24662690","2690",25.00,325.00,270.00,15.00,45.00,200.00,350.00,270.00
"24662691","2691",10.00,290.00,215.00,25.00,0.00,230.00,360.00,245.00
"24662692","2692",10.00,190.00,200.00,15.00,30.00,170.00,230.00,175.00
"24662693","2693",10.00,230.00,220.00,5.00,15.00,170.00,255.00,185.00
"24662694","2694",5.00,200.00,195.00,5.00,20.00,150.00,340.00,60.00
"24662695","2695",30.00,565.00,435.00,20.00,30.00,385.00,445.00,495.00
"24662696","2696",10.00,315.00,245.00,10.00,10.00,165.00,295.00,200.00
"24662697","2697",15.00,350.00,300.00,10.00,25.00,275.00,465.00,265.00
"24662698","2698",10.00,230.00,160.00,5.00,15.00,120.00,215.00,80.00
"24662699","2699",5.00,220.00,165.00,5.00,10.00,130.00,215.00,105.00
"24662703","2703",5.00,260.00,190.00,0.00,0.00,135.00,275.00,85.00
"24662704","2704",15.00,455.00,240.00,15.00,30.00,310.00,340.00,495.00
"24662705","2705",0.00,335.00,200.00,5.00,15.00,65.00,435.00,95.00
"24662706","2706",10.00,270.00,255.00,15.00,35.00,270.00,360.00,310.00
"24662707","2707",0.00,160.00,315.00,0.00,20.00,230.00,355.00,75.00
"24662708","2708",5.00,310.00,290.00,10.00,45.00,210.00,265.00,330.00
"24662709","2709",10.00,190.00,180.00,5.00,15.00,145.00,220.00,85.00
"24662710","2710",10.00,290.00,280.00,25.00,10.00,250.00,340.00,270.00
"24662711","2711",10.00,250.00,225.00,15.00,15.00,180.00,290.00,145.00
"24662712","2712",15.00,285.00,240.00,20.00,15.00,155.00,245.00,260.00
"24662713","2713",30.00,265.00,280.00,25.00,10.00,210.00,300.00,260.00
"24662714","2714",5.00,300.00,315.00,5.00,20.00,245.00,490.00,65.00
"24662715","2715",5.00,245.00,240.00,15.00,20.00,170.00,270.00,200.00
"24662716","2716",5.00,215.00,170.00,5.00,15.00,200.00,250.00,165.00
"24662717","2717",40.00,650.00,440.00,40.00,45.00,410.00,555.00,515.00
"24662718","2718",10.00,405.00,190.00,10.00,15.00,205.00,160.00,345.00
"24662719","2719",20.00,640.00,310.00,30.00,35.00,380.00,495.00,495.00
"24662720","2720",15.00,370.00,210.00,10.00,15.00,265.00,275.00,345.00
"24662721","2721",5.00,350.00,185.00,15.00,15.00,175.00,330.00,180.00
"24662722","2722",10.00,365.00,220.00,25.00,15.00,250.00,305.00,285.00
"24662723","2723",10.00,310.00,230.00,20.00,20.00,210.00,285.00,310.00
"24662724","2724",5.00,280.00,165.00,30.00,30.00,160.00,250.00,205.00
"24662725","2725",20.00,355.00,225.00,20.00,20.00,220.00,330.00,320.00
"24662726","2726",15.00,240.00,175.00,20.00,35.00,175.00,265.00,180.00
"24662727","2727",15.00,365.00,285.00,30.00,25.00,335.00,360.00,345.00
"24662728","2728",10.00,420.00,215.00,15.00,15.00,215.00,270.00,170.00
"24662729","2729",20.00,310.00,200.00,15.00,15.00,170.00,265.00,210.00
"24662730","2730",20.00,245.00,210.00,20.00,10.00,235.00,270.00,280.00
"24662731","2731",20.00,95.00,190.00,10.00,40.00,70.00,175.00,105.00
"24662732","2732",20.00,55.00,285.00,15.00,105.00,95.00,285.00,135.00
"24662733","2733",40.00,305.00,415.00,35.00,75.00,175.00,350.00,410.00
"24662734","2734",15.00,310.00,190.00,25.00,20.00,190.00,200.00,305.00
"24662735","2735",5.00,190.00,140.00,10.00,20.00,135.00,205.00,120.00
"24662736","2736",20.00,380.00,265.00,20.00,25.00,270.00,475.00,210.00
"24662737","2737",10.00,285.00,175.00,10.00,10.00,220.00,300.00,235.00
"24662738","2738",30.00,335.00,285.00,15.00,45.00,240.00,420.00,230.00
"24662739","2739",10.00,290.00,230.00,15.00,20.00,275.00,425.00,145.00
"24662740","2740",10.00,420.00,225.00,10.00,10.00,240.00,370.00,325.00
"24662741","2741",15.00,285.00,180.00,10.00,20.00,215.00,280.00,185.00
"24662742","2742",15.00,345.00,185.00,25.00,0.00,200.00,255.00,290.00
"24662743","2743",10.00,270.00,175.00,20.00,0.00,125.00,225.00,190.00
"24662744","2744",20.00,325.00,300.00,25.00,35.00,200.00,360.00,295.00
"24662745","2745",30.00,375.00,315.00,30.00,40.00,230.00,400.00,375.00
"24662746","2746",15.00,360.00,200.00,15.00,50.00,195.00,305.00,330.00
"24662747","2747",25.00,555.00,300.00,20.00,40.00,300.00,375.00,510.00
"24662748","2748",10.00,210.00,185.00,15.00,20.00,160.00,260.00,165.00
"24662749","2749",30.00,375.00,330.00,20.00,25.00,245.00,440.00,270.00
"24662750","2750",15.00,205.00,260.00,25.00,15.00,160.00,280.00,180.00
"24662751","2751",15.00,230.00,205.00,10.00,30.00,150.00,215.00,270.00
"24662752","2752",5.00,220.00,175.00,10.00,10.00,95.00,210.00,190.00
"24662753","2753",20.00,245.00,235.00,15.00,25.00,250.00,290.00,305.00
"24662754","2754",20.00,190.00,185.00,25.00,30.00,180.00,235.00,175.00
"24662755","2755",20.00,230.00,265.00,10.00,35.00,210.00,300.00,270.00
"24662756","2756",10.00,295.00,240.00,5.00,35.00,235.00,310.00,250.00
"24662757","2757",10.00,320.00,200.00,15.00,35.00,205.00,335.00,195.00
"24662758","2758",10.00,210.00,180.00,20.00,20.00,150.00,220.00,145.00
"24662759","2759",15.00,235.00,265.00,35.00,50.00,195.00,370.00,270.00
"24662760","2760",30.00,575.00,375.00,20.00,35.00,315.00,555.00,375.00
"24662761","2761",5.00,335.00,150.00,10.00,15.00,210.00,250.00,250.00
"24662762","2762",10.00,295.00,205.00,15.00,20.00,185.00,285.00,200.00
"24662763","2763",20.00,330.00,215.00,30.00,25.00,165.00,235.00,350.00
"24662764","2764",15.00,330.00,215.00,10.00,15.00,240.00,265.00,275.00
"24662765","2765",20.00,345.00,315.00,10.00,65.00,305.00,480.00,250.00
"24662766","2766",10.00,270.00,160.00,15.00,10.00,110.00,225.00,225.00
"24662767","2767",5.00,350.00,175.00,5.00,15.00,190.00,345.00,235.00
"24662768","2768",5.00,310.00,150.00,5.00,20.00,145.00,265.00,180.00
"24662769","2769",5.00,420.00,145.00,10.00,10.00,170.00,295.00,325.00
"24662770","2770",5.00,360.00,125.00,20.00,15.00,125.00,260.00,165.00
"24662771","2771",0.00,290.00,145.00,5.00,15.00,140.00,245.00,190.00
"24662772","2772",10.00,340.00,180.00,15.00,15.00,185.00,295.00,190.00
"24662773","2773",10.00,470.00,220.00,15.00,10.00,225.00,415.00,260.00
"24662774","2774",10.00,470.00,225.00,15.00,35.00,265.00,535.00,285.00
"24662775","2775",10.00,190.00,120.00,10.00,0.00,135.00,225.00,70.00
"24662776","2776",10.00,250.00,120.00,10.00,10.00,115.00,180.00,120.00
"24662777","2777",5.00,220.00,100.00,0.00,0.00,135.00,215.00,95.00
"24662778","2778",5.00,370.00,190.00,10.00,20.00,245.00,415.00,180.00
"24662779","2779",5.00,265.00,160.00,10.00,15.00,125.00,295.00,160.00
"24662780","2780",10.00,260.00,220.00,5.00,15.00,195.00,240.00,230.00
"24662781","2781",5.00,270.00,155.00,20.00,10.00,140.00,195.00,225.00
"24662782","2782",50.00,265.00,295.00,20.00,65.00,180.00,325.00,260.00
"24662783","2783",15.00,220.00,285.00,15.00,25.00,210.00,325.00,195.00
"24662784","2784",20.00,270.00,320.00,25.00,45.00,215.00,355.00,285.00
"24662785","2785",15.00,280.00,285.00,25.00,25.00,275.00,360.00,265.00
"24662786","2786",25.00,165.00,310.00,10.00,60.00,205.00,305.00,165.00
"24662787","2787",15.00,285.00,195.00,20.00,15.00,140.00,270.00,260.00
"24662788","2788",20.00,240.00,195.00,10.00,25.00,170.00,290.00,165.00
"24662789","2789",35.00,210.00,305.00,20.00,55.00,170.00,330.00,205.00
"24662790","2790",15.00,295.00,275.00,20.00,45.00,260.00,400.00,275.00
"24662791","2791",5.00,365.00,330.00,25.00,10.00,270.00,390.00,240.00
"24662792","2792",10.00,190.00,230.00,15.00,0.00,145.00,280.00,175.00
"24662793","2793",10.00,240.00,225.00,5.00,25.00,170.00,260.00,125.00
"24662794","2794",20.00,290.00,305.00,5.00,50.00,260.00,490.00,145.00
"24662795","2795",0.00,245.00,225.00,5.00,10.00,235.00,385.00,130.00
"24662796","2796",30.00,285.00,225.00,15.00,20.00,220.00,380.00,150.00
"24662797","2797",15.00,375.00,160.00,15.00,20.00,250.00,250.00,285.00
"24662798","2798",20.00,490.00,350.00,10.00,40.00,320.00,575.00,365.00
"24662799","2799",5.00,180.00,190.00,5.00,15.00,150.00,275.00,160.00
"24662800","2800",15.00,295.00,215.00,25.00,20.00,185.00,315.00,230.00
"24662801","2801",15.00,265.00,210.00,20.00,20.00,200.00,270.00,235.00
"24662802","2802",10.00,290.00,195.00,10.00,10.00,195.00,250.00,170.00
"24662803","2803",0.00,155.00,105.00,10.00,0.00,120.00,120.00,155.00
"24662804","2804",20.00,270.00,225.00,20.00,15.00,200.00,285.00,220.00
"24662805","2805",15.00,285.00,245.00,15.00,15.00,270.00,340.00,215.00
"24662806","2806",10.00,295.00,195.00,15.00,10.00,210.00,230.00,315.00
"24662807","2807",20.00,190.00,255.00,5.00,35.00,195.00,315.00,160.00
"24662808","2808",10.00,215.00,210.00,10.00,20.00,150.00,230.00,215.00
"24662809","2809",15.00,215.00,275.00,15.00,30.00,180.00,255.00,250.00
"24662810","2810",20.00,165.00,320.00,20.00,15.00,155.00,310.00,210.00
"24662811","2811",20.00,230.00,265.00,10.00,40.00,230.00,385.00,160.00
"24662812","2812",10.00,190.00,180.00,10.00,20.00,140.00,165.00,180.00
"24662813","2813",15.00,460.00,180.00,10.00,0.00,240.00,425.00,275.00
"24662814","2814",10.00,490.00,255.00,5.00,30.00,290.00,480.00,270.00
"24662815","2815",10.00,460.00,240.00,15.00,20.00,215.00,350.00,315.00
"24662816","2816",15.00,310.00,240.00,10.00,10.00,260.00,355.00,215.00
"24662817","2817",10.00,445.00,210.00,10.00,15.00,235.00,360.00,260.00
"24662819","2819",10.00,525.00,490.00,5.00,15.00,115.00,690.00,65.00
"24662821","2821",5.00,690.00,540.00,5.00,30.00,115.00,1120.00,105.00
"24662822","2822",15.00,250.00,320.00,20.00,45.00,240.00,330.00,225.00
"24662823","2823",5.00,140.00,245.00,15.00,45.00,165.00,250.00,175.00
"24662824","2824",25.00,170.00,200.00,15.00,30.00,140.00,235.00,190.00
"24662825","2825",15.00,65.00,230.00,15.00,35.00,115.00,130.00,215.00
"24662826","2826",15.00,235.00,360.00,10.00,60.00,235.00,365.00,180.00
"24662827","2827",20.00,355.00,445.00,25.00,50.00,260.00,585.00,190.00
"24662828","2828",20.00,85.00,235.00,15.00,60.00,130.00,265.00,155.00
"24662829","2829",15.00,180.00,275.00,10.00,50.00,180.00,350.00,130.00
"24662830","2830",20.00,250.00,245.00,25.00,25.00,220.00,295.00,235.00
"24662831","2831",20.00,95.00,325.00,5.00,70.00,180.00,360.00,100.00
"24662832","2832",30.00,135.00,290.00,15.00,55.00,85.00,320.00,130.00
"24662833","2833",15.00,220.00,230.00,20.00,30.00,200.00,255.00,270.00
"24662834","2834",5.00,370.00,190.00,15.00,25.00,230.00,255.00,335.00
"24662835","2835",10.00,145.00,225.00,15.00,40.00,155.00,170.00,185.00
"24662836","2836",20.00,220.00,235.00,10.00,30.00,175.00,275.00,170.00
"24662837","2837",10.00,170.00,240.00,15.00,25.00,135.00,240.00,135.00
"24662838","2838",25.00,90.00,285.00,20.00,90.00,110.00,250.00,160.00
"24662839","2839",80.00,255.00,945.00,40.00,195.00,425.00,975.00,365.00
"24662840","2840",20.00,295.00,275.00,10.00,40.00,270.00,420.00,300.00
"24662841","2841",25.00,245.00,405.00,20.00,55.00,245.00,415.00,310.00
"24662842","2842",20.00,340.00,335.00,15.00,70.00,265.00,405.00,385.00
"24662843","2843",20.00,135.00,370.00,20.00,65.00,180.00,350.00,255.00
"24662844","2844",10.00,85.00,250.00,10.00,40.00,125.00,180.00,145.00
"24662845","2845",15.00,155.00,215.00,15.00,45.00,105.00,140.00,240.00
"24662848","2848",15.00,170.00,315.00,10.00,45.00,225.00,410.00,105.00
"24662849","2849",25.00,350.00,475.00,15.00,45.00,235.00,505.00,315.00
"24662850","2850",20.00,165.00,280.00,20.00,65.00,120.00,360.00,205.00
"24662851","2851",50.00,135.00,450.00,20.00,125.00,210.00,570.00,175.00
"24662852","2852",20.00,190.00,235.00,20.00,30.00,140.00,265.00,180.00
"24662853","2853",25.00,130.00,230.00,20.00,50.00,110.00,240.00,165.00
"24662854","2854",25.00,155.00,405.00,45.00,105.00,135.00,235.00,255.00
"24662855","2855",35.00,90.00,275.00,25.00,80.00,75.00,210.00,155.00
"24662856","2856",20.00,40.00,215.00,10.00,40.00,70.00,180.00,105.00
"24662857","2857",15.00,115.00,205.00,10.00,45.00,135.00,260.00,100.00
"24662858","2858",30.00,180.00,510.00,30.00,150.00,225.00,400.00,305.00
"24662859","2859",25.00,225.00,300.00,20.00,40.00,260.00,395.00,195.00
"24662860","2860",25.00,505.00,555.00,25.00,85.00,335.00,715.00,390.00
"24662861","2861",35.00,115.00,465.00,35.00,110.00,180.00,375.00,255.00
"24662862","2862",25.00,95.00,530.00,15.00,135.00,185.00,455.00,210.00
"24662863","2863",10.00,280.00,205.00,10.00,45.00,150.00,315.00,250.00
"24662864","2864",50.00,475.00,660.00,20.00,125.00,430.00,830.00,500.00
"24662865","2865",20.00,245.00,335.00,10.00,55.00,220.00,325.00,210.00
"24662866","2866",20.00,155.00,285.00,5.00,55.00,120.00,310.00,110.00
"24662867","2867",15.00,145.00,220.00,15.00,35.00,95.00,205.00,125.00
"24662868","2868",10.00,145.00,325.00,10.00,95.00,175.00,360.00,135.00
"24662869","2869",5.00,185.00,295.00,10.00,65.00,185.00,285.00,205.00
"24662870","2870",10.00,240.00,490.00,10.00,45.00,295.00,525.00,245.00
"24662871","2871",10.00,190.00,235.00,5.00,20.00,160.00,315.00,115.00
"24662872","2872",15.00,185.00,170.00,5.00,15.00,145.00,205.00,155.00
"24662873","2873",5.00,190.00,190.00,15.00,25.00,115.00,160.00,250.00
"24662874","2874",20.00,260.00,275.00,20.00,10.00,205.00,315.00,235.00
"24662875","2875",10.00,225.00,195.00,15.00,10.00,140.00,210.00,230.00
"24662876","2876",5.00,140.00,105.00,0.00,30.00,115.00,135.00,125.00
"24662877","2877",15.00,155.00,240.00,5.00,55.00,125.00,305.00,135.00
"24662878","2878",15.00,120.00,300.00,10.00,75.00,165.00,340.00,150.00
"24662879","2879",15.00,75.00,195.00,20.00,60.00,60.00,185.00,165.00
"24662880","2880",30.00,105.00,250.00,30.00,35.00,135.00,205.00,165.00
"24662881","2881",35.00,80.00,310.00,30.00,75.00,90.00,180.00,270.00
"24662882","2882",25.00,215.00,360.00,10.00,50.00,220.00,390.00,200.00
"24662883","2883",0.00,145.00,325.00,5.00,65.00,150.00,205.00,180.00
"24662884","2884",25.00,380.00,255.00,10.00,25.00,145.00,425.00,200.00
"24662885","2885",20.00,225.00,270.00,10.00,35.00,130.00,275.00,155.00
"24662886","2886",15.00,265.00,255.00,0.00,10.00,220.00,365.00,135.00
"24662887","2887",5.00,230.00,200.00,10.00,30.00,215.00,290.00,175.00
"24662888","2888",15.00,310.00,295.00,10.00,30.00,285.00,495.00,160.00
"24662889","2889",30.00,185.00,395.00,10.00,85.00,260.00,440.00,185.00
"24662890","2890",15.00,250.00,270.00,10.00,40.00,190.00,400.00,150.00
"24662891","2891",25.00,175.00,360.00,10.00,65.00,185.00,325.00,225.00
"24662892","2892",40.00,130.00,405.00,20.00,75.00,165.00,350.00,195.00
"24662893","2893",15.00,275.00,250.00,5.00,40.00,260.00,375.00,230.00
"24662894","2894",20.00,215.00,295.00,10.00,50.00,250.00,435.00,145.00
"24662895","2895",15.00,315.00,310.00,5.00,10.00,250.00,345.00,210.00
"24662896","2896",10.00,280.00,260.00,10.00,35.00,235.00,325.00,260.00
"24662897","2897",50.00,445.00,870.00,25.00,125.00,550.00,1000.00,405.00
"24662898","2898",10.00,210.00,225.00,35.00,25.00,250.00,265.00,230.00
"24662899","2899",5.00,265.00,230.00,5.00,35.00,205.00,275.00,200.00
"24662900","2900",15.00,235.00,295.00,15.00,50.00,175.00,300.00,175.00
"24662901","2901",35.00,110.00,370.00,20.00,70.00,140.00,395.00,145.00
"24662902","2902",10.00,300.00,305.00,10.00,35.00,270.00,395.00,240.00
"24662903","2903",15.00,185.00,415.00,30.00,65.00,145.00,385.00,220.00
"24662904","2904",40.00,165.00,470.00,20.00,130.00,210.00,490.00,225.00
"24662905","2905",5.00,335.00,235.00,0.00,25.00,260.00,455.00,45.00
"24662906","2906",5.00,315.00,430.00,5.00,25.00,380.00,645.00,75.00
"24662907","2907",5.00,265.00,315.00,5.00,20.00,330.00,480.00,150.00
"24662908","2908",5.00,260.00,195.00,10.00,15.00,205.00,330.00,165.00
"24662909","2909",40.00,1450.00,1680.00,40.00,145.00,1520.00,2225.00,830.00
"24662910","2910",5.00,345.00,215.00,5.00,20.00,335.00,450.00,195.00
"24662911","2911",0.00,345.00,255.00,5.00,15.00,360.00,470.00,105.00
"24662912","2912",5.00,270.00,205.00,5.00,35.00,215.00,430.00,55.00
"24662913","2913",0.00,220.00,130.00,0.00,10.00,175.00,300.00,35.00
"24662914","2914",10.00,310.00,220.00,0.00,15.00,255.00,445.00,70.00
"24662915","2915",5.00,255.00,140.00,5.00,15.00,160.00,330.00,60.00
"24662916","2916",5.00,445.00,265.00,5.00,10.00,380.00,640.00,80.00
"24662917","2917",10.00,245.00,170.00,0.00,25.00,235.00,330.00,130.00
"24662918","2918",5.00,380.00,220.00,5.00,10.00,340.00,530.00,100.00
"24662919","2919",5.00,265.00,215.00,5.00,20.00,225.00,410.00,75.00
"24662920","2920",5.00,290.00,125.00,5.00,10.00,185.00,355.00,10.00
"24662921","2921",0.00,505.00,190.00,5.00,10.00,275.00,380.00,60.00
"24662922","2922",5.00,365.00,215.00,5.00,0.00,295.00,535.00,65.00
"24662923","2923",0.00,235.00,195.00,5.00,20.00,210.00,390.00,65.00
"24662924","2924",10.00,235.00,185.00,5.00,15.00,220.00,320.00,125.00
"24662925","2925",5.00,415.00,155.00,15.00,10.00,285.00,485.00,130.00
"24662926","2926",5.00,290.00,215.00,0.00,20.00,215.00,430.00,70.00
"24662927","2927",0.00,240.00,145.00,0.00,0.00,190.00,315.00,10.00
"24662928","2928",0.00,290.00,195.00,5.00,0.00,215.00,435.00,35.00
"24662929","2929",0.00,255.00,165.00,0.00,10.00,210.00,390.00,10.00
"24662930","2930",0.00,245.00,240.00,0.00,15.00,280.00,425.00,35.00
"24662931","2931",10.00,250.00,215.00,10.00,25.00,240.00,350.00,70.00
"24662932","2932",5.00,390.00,195.00,5.00,10.00,245.00,470.00,110.00
"24662933","2933",0.00,215.00,225.00,0.00,10.00,235.00,350.00,50.00
"24662934","2934",0.00,330.00,185.00,0.00,10.00,245.00,475.00,35.00
"24662935","2935",0.00,435.00,280.00,5.00,15.00,380.00,675.00,70.00
"24662936","2936",55.00,550.00,1005.00,15.00,210.00,705.00,1390.00,340.00
"24662937","2937",5.00,285.00,340.00,5.00,55.00,310.00,560.00,45.00
"24662938","2938",0.00,210.00,190.00,5.00,10.00,150.00,275.00,105.00
"24662939","2939",80.00,505.00,1290.00,15.00,290.00,680.00,1380.00,425.00
"24662940","2940",20.00,290.00,430.00,15.00,55.00,280.00,475.00,235.00
"24662941","2941",20.00,200.00,275.00,5.00,10.00,270.00,365.00,150.00
"24662942","2942",30.00,320.00,520.00,20.00,110.00,335.00,670.00,235.00
"24662943","2943",80.00,360.00,890.00,15.00,210.00,475.00,1050.00,300.00
"24662944","2944",10.00,180.00,305.00,10.00,35.00,200.00,380.00,130.00
"24662945","2945",20.00,135.00,345.00,5.00,80.00,200.00,285.00,195.00
"24662946","2946",35.00,285.00,665.00,15.00,120.00,475.00,740.00,260.00
"24662947","2947",20.00,395.00,395.00,15.00,65.00,285.00,575.00,270.00
"24662948","2948",0.00,685.00,660.00,0.00,65.00,820.00,1190.00,180.00
"24662949","2949",5.00,405.00,320.00,5.00,10.00,375.00,680.00,75.00
"24662951","2951",5.00,335.00,305.00,0.00,15.00,380.00,625.00,40.00
"24662952","2952",5.00,305.00,215.00,5.00,10.00,205.00,420.00,80.00
"24662953","2953",0.00,205.00,195.00,5.00,10.00,210.00,380.00,30.00
"24662954","2954",5.00,245.00,190.00,5.00,15.00,210.00,320.00,90.00
"24662955","2955",0.00,270.00,185.00,0.00,10.00,220.00,420.00,80.00
"24662956","2956",5.00,200.00,140.00,0.00,0.00,160.00,280.00,30.00
"24662957","2957",10.00,260.00,155.00,5.00,20.00,230.00,390.00,30.00
"24662958","2958",15.00,290.00,335.00,10.00,65.00,250.00,390.00,260.00
"24662961","2961",20.00,345.00,310.00,20.00,30.00,255.00,410.00,300.00
"24662962","2962",10.00,215.00,170.00,15.00,20.00,170.00,225.00,245.00
"24662963","2963",15.00,230.00,190.00,15.00,10.00,155.00,240.00,170.00
"24662964","2964",10.00,230.00,165.00,15.00,0.00,100.00,260.00,165.00
"24662965","2965",25.00,400.00,170.00,15.00,30.00,175.00,270.00,245.00
"24662966","2966",25.00,340.00,200.00,15.00,15.00,210.00,335.00,285.00
"24662967","2967",10.00,345.00,195.00,15.00,10.00,210.00,280.00,235.00
"24662968","2968",20.00,415.00,255.00,20.00,15.00,315.00,370.00,340.00
"24662969","2969",15.00,335.00,350.00,30.00,55.00,225.00,315.00,375.00
"24662970","2970",15.00,225.00,285.00,15.00,45.00,195.00,290.00,235.00
"24662971","2971",20.00,155.00,215.00,15.00,35.00,120.00,210.00,185.00
"24662972","2972",40.00,220.00,200.00,50.00,35.00,145.00,215.00,300.00
"24662973","2973",30.00,220.00,235.00,30.00,35.00,125.00,230.00,195.00
"24662974","2974",25.00,225.00,290.00,25.00,45.00,155.00,290.00,305.00
"24662975","2975",15.00,260.00,315.00,15.00,20.00,205.00,295.00,225.00
"24662976","2976",25.00,275.00,270.00,15.00,35.00,190.00,375.00,210.00
"24662977","2977",10.00,170.00,185.00,5.00,0.00,170.00,215.00,155.00
"24662978","2978",5.00,175.00,175.00,5.00,20.00,170.00,285.00,75.00
"24662979","2979",25.00,300.00,380.00,15.00,50.00,260.00,370.00,355.00
"24662980","2980",10.00,370.00,360.00,15.00,15.00,275.00,530.00,170.00
"24662981","2981",30.00,145.00,280.00,10.00,20.00,185.00,240.00,210.00
"24662982","2982",5.00,170.00,270.00,15.00,20.00,245.00,280.00,100.00
"24662983","2983",35.00,45.00,360.00,10.00,50.00,125.00,195.00,210.00
"24662984","2984",30.00,55.00,610.00,10.00,125.00,190.00,460.00,200.00
"24662985","2985",15.00,35.00,150.00,0.00,25.00,75.00,110.00,45.00
"24662986","2986",20.00,20.00,315.00,0.00,50.00,115.00,220.00,145.00
"24662987","2987",90.00,100.00,510.00,25.00,110.00,240.00,455.00,360.00
"24662988","2988",80.00,140.00,450.00,20.00,85.00,185.00,375.00,250.00
"24662989","2989",65.00,55.00,240.00,15.00,70.00,95.00,200.00,135.00
"24662992","2992",30.00,260.00,185.00,10.00,25.00,105.00,175.00,345.00
"24662993","2993",35.00,100.00,110.00,5.00,20.00,95.00,135.00,145.00
"24662994","2994",80.00,170.00,335.00,20.00,100.00,130.00,220.00,360.00
"24662995","2995",50.00,70.00,310.00,10.00,60.00,120.00,265.00,135.00
"24662996","2996",50.00,40.00,295.00,15.00,95.00,95.00,225.00,150.00
"24662997","2997",150.00,180.00,415.00,30.00,125.00,180.00,280.00,410.00
"24662998","2998",,,,,,,,
"24662999","2999",105.00,25.00,210.00,25.00,100.00,50.00,180.00,165.00
"24663000","3000",110.00,20.00,260.00,0.00,150.00,60.00,205.00,185.00
"24663001","3001",85.00,25.00,240.00,10.00,140.00,45.00,205.00,175.00
"24663002","3002",395.00,100.00,905.00,40.00,355.00,210.00,715.00,610.00
"24663003","3003",145.00,130.00,865.00,15.00,285.00,305.00,895.00,415.00
"24663004","3004",80.00,30.00,310.00,10.00,125.00,85.00,295.00,155.00
"24663005","3005",55.00,40.00,320.00,5.00,95.00,95.00,335.00,105.00
"24663006","3006",80.00,40.00,290.00,10.00,70.00,70.00,200.00,155.00
"24663007","3007",75.00,30.00,285.00,15.00,85.00,65.00,315.00,115.00
"24663008","3008",90.00,50.00,330.00,10.00,120.00,135.00,320.00,180.00
"24663009","3009",105.00,80.00,440.00,15.00,130.00,120.00,360.00,330.00
"24663010","3010",45.00,55.00,180.00,5.00,35.00,45.00,155.00,55.00
"24663011","3011",110.00,85.00,380.00,10.00,120.00,105.00,280.00,250.00
"24663012","3012",80.00,55.00,355.00,5.00,155.00,110.00,365.00,85.00
"24663013","3013",105.00,60.00,405.00,10.00,115.00,130.00,410.00,190.00
"24663014","3014",130.00,75.00,395.00,5.00,125.00,115.00,320.00,200.00
"24663015","3015",130.00,120.00,465.00,15.00,95.00,160.00,475.00,175.00
"24663016","3016",200.00,75.00,295.00,25.00,195.00,70.00,200.00,395.00
