COL0,COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10
24663298,3298,1041,20,525,490,10,35,290,595,365
24663299,3299,500,110,155,225,5,60,115,150,260
24663300,3300,772,120,125,495,30,75,120,245,450
24663301,3301,241,25,25,190,5,20,20,150,110
24663302,3302,1201,245,185,725,40,135,120,570,580
24663304,3304,364,85,50,205,25,50,70,145,225
24663305,3305,729,140,125,430,30,80,95,425,310
24663315,3315,658,15,220,395,5,0,230,480,140
24663316,3316,597,25,300,255,10,0,225,350,230
24663317,3317,449,15,190,235,5,15,130,355,110
24663318,3318,466,10,230,215,5,0,165,360,110
24663319,3319,536,20,230,275,5,10,195,415,105
24663320,3320,589,30,255,295,15,0,125,255,305
24663321,3321,545,10,220,305,10,10,160,325,110
24663322,3322,921,20,315,585,5,15,390,830,135
24663323,3323,383,10,135,245,0,15,165,335,55
24663324,3324,390,10,210,165,5,15,105,330,55
24663325,3325,526,15,185,330,0,20,185,390,85
24663326,3326,444,10,165,260,0,25,190,380,40
24663327,3327,625,15,240,365,5,10,185,450,60
24663328,3328,800,15,275,460,5,25,240,560,115
24663329,3329,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24663330,3330,1465,60,670,720,15,30,320,1040,305
24663331,3331,623,55,240,315,10,25,175,390,185
24663332,3332,623,50,155,415,5,65,155,365,105
24663333,3333,741,50,190,495,5,35,270,530,180
24663334,3334,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24663335,3335,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24663336,3336,897,90,145,635,10,95,225,475,210
24663337,3337,488,30,105,350,0,30,160,245,110
24663340,3340,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24663341,3341,425,35,55,320,0,60,115,275,100
24663342,3342,462,50,120,295,5,70,85,235,120
24663343,3343,539,40,110,385,0,95,135,425,175
24663344,3344,450,20,145,285,0,15,110,300,80
24663345,3345,815,60,165,585,5,80,80,255,180
24663346,3346,620,100,75,440,0,135,85,365,115
24663347,3347,535,135,30,350,5,145,45,185,115
24663348,3348,477,105,60,310,5,130,60,230,115
24663349,3349,589,145,60,375,10,140,110,200,180
24663350,3350,424,65,45,305,5,105,75,210,110
24663351,3351,489,50,80,345,10,40,35,185,180
24663352,3352,675,130,190,300,60,30,115,170,455
24663353,3353,658,115,140,360,45,70,85,125,430
24663355,3355,2017,320,505,1070,115,185,235,600,1240
24663356,3356,2554,480,805,1140,125,295,400,745,1545
24663357,3357,1006,145,310,505,55,80,210,320,680
24663358,3358,1012,395,30,585,10,305,50,275,255
24663359,3359,728,220,40,465,5,175,75,190,325
24663360,3360,1305,435,60,790,15,260,85,570,455
24663361,3361,557,115,15,430,0,90,30,320,170
24663362,3362,943,165,45,720,15,170,95,485,415
24663363,3363,1298,325,40,915,10,295,75,660,480
24663364,3364,714,130,30,545,10,125,60,435,260
24663365,3365,884,245,25,600,15,225,45,450,375
24663366,3366,690,235,35,415,15,240,55,290,215
24663367,3367,668,340,15,300,20,215,35,145,200
24663368,3368,1534,555,50,895,40,345,90,610,525
24663369,3369,737,330,45,350,10,245,25,210,265
24663370,3370,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24663371,3371,711,145,75,475,20,125,80,190,385
24663372,3372,388,85,60,240,10,100,75,110,280
24663374,3374,850,160,150,470,70,110,95,250,585
24663375,3375,1387,235,205,885,60,200,225,605,740
24663376,3376,542,105,165,240,35,40,70,175,220
24663377,3377,528,105,105,275,50,65,60,235,275
24663378,3378,530,105,80,330,20,100,100,260,265
24663379,3379,666,140,190,310,30,60,75,275,335
24663380,3380,543,80,75,360,30,45,85,360,260
24663381,3381,10,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24663382,3382,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24663383,3383,643,100,190,335,10,85,165,385,240
24663384,3384,683,110,150,420,5,95,150,470,185
24663385,3385,484,35,160,285,0,25,90,365,85
24663386,3386,712,85,185,435,10,85,145,485,210
24663387,3387,558,85,185,290,5,50,110,365,120
24663388,3388,544,85,155,295,5,55,170,405,90
24663389,3389,532,90,150,295,0,45,120,400,80
24663390,3390,918,105,255,550,5,70,210,655,115
24663391,3391,512,60,140,305,5,20,90,310,100
24663392,3392,516,75,125,310,5,35,110,440,35
24663393,3393,381,35,120,225,0,20,110,320,35
24663394,3394,330,20,95,110,5,30,50,235,45
24663395,3395,685,65,155,460,5,60,145,575,95
24663396,3396,30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24663397,3397,925,20,445,455,10,25,250,695,200
24663398,3398,658,5,160,485,5,10,275,620,95
24663399,3399,596,20,145,425,5,35,220,480,160
24663400,3400,530,0,35,65,0,0,40,95,15
24663401,3401,1937,40,580,1305,10,80,620,1465,415
24663402,3402,742,15,325,395,5,10,385,600,165
24663403,3403,588,5,290,295,5,0,265,490,90
24663404,3404,586,0,310,265,5,0,320,590,80
24663405,3405,563,5,280,275,5,10,230,335,150
24663407,3407,319,60,15,250,5,50,10,230,90
24663408,3408,276,50,30,195,5,50,60,170,130
24663409,3409,930,200,45,585,35,120,85,435,420
24663410,3410,422,105,10,280,25,90,25,235,215
24663411,3411,395,90,20,275,15,55,10,210,160
24663412,3412,659,225,35,400,5,85,40,375,225
24663413,3413,1433,430,80,905,20,295,65,830,570
24663414,3414,5845,790,420,4460,175,680,635,3735,2060
24663415,3415,786,115,50,590,35,125,60,385,370
24663416,3416,1581,275,130,1120,50,230,185,830,755
24663417,3417,937,105,65,485,20,120,30,365,255
24663418,3418,638,70,75,465,20,70,80,400,325
24663419,3419,467,80,40,330,15,55,60,195,210
24663420,3420,1723,245,115,1315,55,200,170,945,775
24663421,3421,1183,160,80,905,35,165,150,680,535
24663422,3422,2391,305,155,1865,60,275,190,1460,865
24663423,3423,1089,160,80,815,40,150,65,630,485
24663424,3424,874,75,65,710,20,100,115,555,280
24663425,3425,1070,160,125,745,35,120,130,500,485
24663426,3426,441,120,55,260,10,90,70,200,190
24663428,3428,662,115,30,515,5,110,45,435,205
24663429,3429,919,190,10,710,15,180,50,680,240
24663430,3430,681,125,10,520,25,135,35,480,165
24663431,3431,533,175,20,340,0,50,0,220,215
24663432,3432,581,140,15,415,5,145,45,470,200
24663434,3434,643,185,120,320,20,60,45,335,260
24663436,3436,650,110,110,415,10,75,70,440,190
24663437,3437,1672,670,60,910,35,475,65,480,750
24663438,3438,1534,410,100,915,65,365,80,680,625
24663439,3439,559,45,50,465,0,35,75,430,110
24663441,3441,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24663444,3444,1085,210,75,780,20,175,130,620,480
24663445,3445,4206,510,430,3210,55,665,855,2590,1180
24663450,3450,457,30,85,330,10,55,120,250,125
24663451,3451,424,30,70,320,5,35,150,285,100
24663452,3452,2390,820,105,1405,65,625,220,970,1085
24663453,3453,642,105,70,455,10,100,70,375,175
24663454,3454,1167,235,80,825,35,215,115,590,450
24663455,3455,2704,635,235,1750,85,590,370,780,1165
24663456,3456,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24663457,3457,1506,35,505,940,20,45,330,1195,255
24663458,3458,1265,25,420,815,5,30,350,1040,170
24663459,3459,2031,785,95,1115,35,540,140,625,705
24663460,3460,2648,685,140,1780,45,605,360,1100,825
24663461,3461,1152,315,145,590,105,215,110,290,760
24663462,3462,736,190,105,420,20,60,50,270,415
24663463,3463,1302,80,285,920,15,115,440,890,490
24663464,3464,1697,140,220,1275,15,190,285,995,430
24663465,3465,984,90,230,645,15,115,250,685,360
24663466,3466,1086,140,170,755,20,130,195,770,305
24663467,3467,2211,340,555,1230,90,215,380,800,1315
24663468,3468,1102,155,280,600,70,70,215,340,715
24663469,3469,839,150,110,545,40,45,90,185,715
24663470,3470,1373,475,140,695,65,250,180,360,790
24663471,3471,899,285,70,520,30,170,95,270,500
24663472,3472,1105,75,250,730,50,80,235,580,590
24663473,3473,1087,45,380,630,35,60,195,685,420
24663474,3474,3133,960,325,1635,205,605,240,1065,1345
24663475,3475,2201,420,490,1210,80,250,150,595,640
24663476,3476,1033,275,85,575,100,185,85,335,685
24663477,3477,1170,20,545,595,10,0,280,630,210
24663478,3478,1429,30,345,685,20,45,385,815,245
24663479,3479,773,85,115,575,5,70,190,340,260
24663480,3480,897,115,100,665,10,145,165,440,405
24663481,3481,1670,270,225,1165,15,175,230,605,685
24663482,3482,1053,245,105,695,5,260,195,480,385
24663483,3483,465,145,60,255,10,90,40,80,250
24663484,3484,1626,260,130,1195,35,320,180,1030,615
24663485,3485,2412,465,100,1795,55,320,180,1455,950
24663486,3486,2281,385,130,1750,20,485,370,1070,685
24663488,3488,1362,310,95,945,5,210,145,450,290
24663489,3489,1451,270,145,1030,5,305,275,785,395
24663490,3490,2081,365,110,1580,25,395,415,1055,670
24663491,3491,1014,195,60,755,5,220,125,485,225
24663492,3492,1001,130,55,810,5,180,215,595,225
24663493,3493,485,80,20,385,0,110,90,285,150
24663494,3494,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24663495,3495,892,150,180,515,50,125,75,255,540
24663496,3496,869,105,160,580,20,80,100,195,660
24663497,3497,1474,235,275,890,70,115,145,385,975
