COL0,COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10
24660616,616,806,390,75,320,25,240,50,345,520
24660617,617,422,175,55,150,45,90,25,125,340
24660618,618,597,375,20,195,10,190,10,255,390
24660619,619,531,285,35,200,5,170,15,330,135
24660620,620,416,220,15,165,15,165,20,125,255
24660621,621,353,210,20,115,5,190,10,55,295
24660622,622,703,290,70,290,55,165,15,200,430
24660623,623,178,75,15,55,35,10,0,40,115
24660624,624,523,225,50,235,15,180,30,185,345
24660625,625,640,285,85,260,15,180,75,205,350
24660626,626,479,115,55,295,15,70,85,255,230
24660627,627,472,85,55,325,5,90,95,310,215
24660628,628,609,130,60,390,15,90,70,360,215
24660629,629,815,280,30,500,5,125,30,425,350
24660630,630,505,90,15,395,5,100,10,350,125
24660631,631,751,125,50,555,15,105,45,390,275
24660632,632,475,100,20,350,5,105,30,270,200
24660633,633,623,135,55,425,15,60,55,280,250
24660634,634,679,100,35,525,15,145,70,550,200
24660635,635,814,225,85,480,25,135,75,355,375
24660636,636,548,105,55,385,5,90,55,385,190
24660637,637,573,90,50,415,10,100,60,325,190
24660638,638,407,60,20,325,0,70,30,245,115
24660639,639,482,75,45,360,0,80,60,325,115
24660640,640,427,65,25,335,0,75,35,335,75
24660641,641,563,75,30,455,0,75,80,440,115
24660642,642,455,45,40,370,5,65,40,285,85
24660643,643,628,125,60,430,10,110,55,340,180
24660644,644,626,75,45,495,5,105,105,430,150
24660645,645,862,100,70,495,10,100,65,330,255
24660646,646,559,105,55,400,5,130,75,405,85
24660649,649,771,100,40,615,5,115,60,535,175
24660650,650,1144,200,90,740,5,155,65,630,225
24660652,652,627,155,40,425,10,95,65,290,305
24660654,654,412,30,25,350,0,100,50,330,145
24660655,655,472,110,45,315,0,55,95,205,245
24660656,656,672,160,90,415,15,125,95,250,275
24660657,657,723,100,135,465,20,90,120,320,345
24660659,659,602,110,75,400,5,80,105,215,230
24660660,660,541,135,80,290,10,60,85,170,195
24660661,661,798,375,60,345,20,270,95,235,375
24660662,662,256,80,15,160,5,70,25,150,145
24660663,663,519,255,35,220,5,160,30,120,355
24660664,664,1011,550,50,375,40,280,55,205,730
24660665,665,514,285,15,195,20,200,25,125,390
24660666,666,765,460,25,265,15,310,20,135,550
24660667,667,514,290,15,195,15,185,10,95,355
24660668,668,433,230,25,170,15,195,20,85,305
24660669,669,492,290,10,175,10,140,25,165,225
24660670,670,746,465,30,230,20,280,10,215,425
24660671,671,697,325,40,305,25,255,50,175,510
24660672,672,430,205,30,175,15,175,0,160,230
24660673,673,399,220,20,140,15,100,15,105,225
24660676,676,472,250,45,155,20,150,30,135,215
24660677,677,522,215,45,235,25,135,30,175,310
24660678,678,967,505,60,375,25,355,45,275,670
24660679,679,537,295,30,200,15,165,0,135,310
24660680,680,392,160,40,175,15,60,25,115,295
24660681,681,1023,375,145,475,35,225,50,345,575
24660682,682,245,85,30,120,10,75,20,90,155
24660683,683,395,150,55,170,20,85,65,155,225
24660684,684,543,255,45,230,10,190,45,225,315
24660685,685,600,285,40,250,30,180,40,125,325
24660686,686,365,225,10,130,0,160,0,75,295
24660687,687,897,500,60,300,40,240,0,125,385
24660688,688,740,300,75,350,15,195,80,290,290
24660689,689,826,295,65,445,30,265,105,185,435
24660690,690,628,145,115,360,5,115,95,210,285
24660691,691,571,60,100,390,5,45,115,235,160
24660692,692,610,110,110,385,10,45,120,240,225
24660693,693,712,200,115,385,10,120,85,200,315
24660694,694,590,95,105,385,10,130,130,215,305
24660695,695,921,110,170,630,10,80,210,275,385
24660696,696,482,35,85,355,5,25,130,235,200
24660697,697,731,55,95,585,0,50,200,320,160
24660698,698,247,25,40,180,0,30,55,100,70
24660699,699,488,75,105,290,20,20,75,180,185
24660700,700,456,75,90,285,10,45,85,115,215
24660701,701,485,65,55,360,5,30,75,225,200
24660710,710,533,85,5,435,5,110,35,285,195
24660711,711,625,100,15,505,10,115,40,440,180
24660712,712,466,80,5,375,5,90,10,425,115
24660713,713,503,60,0,435,5,90,0,365,95
24660714,714,446,60,0,380,0,90,0,330,50
24660715,715,499,65,5,420,0,100,30,395,120
24660716,716,512,125,10,375,5,120,15,390,145
24660717,717,658,90,15,560,0,115,100,440,160
24660718,718,563,75,10,475,5,130,25,365,150
24660719,719,377,50,15,310,0,55,25,240,75
24660722,722,411,90,25,290,0,95,40,260,115
24660723,723,551,95,50,395,5,120,45,280,180
24660724,724,429,140,45,240,5,100,45,220,170
24660725,725,619,140,70,380,5,75,80,245,185
24660726,726,467,60,25,370,5,95,75,350,90
24660727,727,681,50,45,580,0,70,130,585,125
24660728,728,592,80,35,475,5,70,45,460,105
24660729,729,320,45,25,255,0,80,45,230,100
24660730,730,517,95,20,400,5,85,65,415,115
24660731,731,335,70,15,250,0,65,25,265,80
24660732,732,309,65,15,225,0,50,30,250,65
24660733,733,531,105,40,380,10,125,55,270,160
24660734,734,513,120,35,350,10,125,50,375,150
24660735,735,584,100,35,435,10,95,30,375,115
24660736,736,825,250,60,495,15,135,60,375,295
24660737,737,631,190,60,370,15,185,35,260,240
24660738,738,434,125,25,265,20,105,25,185,195
24660741,741,1737,530,95,855,65,330,115,405,755
24660742,742,337,105,25,195,15,80,40,115,185
24660743,743,385,90,25,260,10,105,20,220,140
24660744,744,1117,295,70,715,35,225,90,610,465
24660745,745,470,85,5,375,5,75,20,330,75
24660746,746,568,100,30,435,10,60,40,380,145
24660748,748,635,165,65,385,20,115,65,340,210
24660749,749,823,275,90,415,45,160,75,275,395
24660750,750,625,165,35,415,10,150,30,335,220
24660751,751,613,140,50,405,15,100,50,310,295
24660752,752,471,125,30,305,15,100,15,245,165
24660753,753,503,140,45,300,20,20,45,310,235
24660754,754,581,105,25,450,5,170,95,455,170
24660755,755,1313,385,110,770,45,150,95,555,555
24660756,756,486,60,35,385,5,95,50,395,145
24660757,757,626,110,30,485,5,120,70,410,150
24660758,758,437,105,35,280,20,80,30,260,140
24660759,759,734,110,35,580,0,70,60,520,195
24660760,760,491,55,20,415,0,75,70,355,110
24660761,761,528,55,30,435,0,100,80,395,105
24660762,762,651,115,75,440,20,60,40,320,220
24660763,763,568,110,85,350,15,85,90,260,280
24660764,764,741,225,125,365,25,115,105,260,430
24660765,765,653,230,55,245,5,185,35,165,375
24660766,766,543,170,30,340,5,115,10,360,150
24660767,767,485,100,25,355,5,85,20,295,125
24660768,768,551,115,15,425,0,120,30,400,145
24660769,769,688,155,30,495,5,150,35,470,165
24660770,770,469,80,15,370,0,115,20,415,85
24660771,771,723,150,35,520,20,110,25,410,245
24660772,772,522,125,80,305,15,80,25,245,225
24660773,773,527,190,50,280,10,120,50,280,310
24660774,774,747,340,45,345,15,215,40,270,355
24660775,775,729,255,75,380,20,175,80,240,305
24660776,776,642,335,20,280,15,190,35,300,280
24660777,777,411,220,10,170,10,120,20,215,135
24660778,778,494,260,25,200,10,195,25,175,295
24660779,779,621,160,75,380,10,90,30,215,165
24660780,780,587,225,45,295,15,115,50,255,315
24660781,781,481,95,20,365,5,60,45,385,100
24660783,783,524,115,20,385,0,95,40,370,125
24660784,784,507,95,10,395,5,100,20,335,110
24660785,785,548,130,10,405,5,110,50,420,150
24660786,786,447,95,5,345,0,115,10,355,80
24660787,787,374,90,15,270,0,90,40,235,120
24660788,788,863,215,60,575,10,135,60,440,385
24660794,794,1164,315,70,770,10,175,30,675,445
24660797,797,879,200,60,600,20,170,55,585,295
24660798,798,602,125,50,420,5,125,40,350,230
24660799,799,557,130,25,395,10,100,25,290,240
24660800,800,582,130,35,400,15,40,35,410,185
24660801,801,481,110,30,320,20,105,40,345,175
24660802,802,614,165,15,420,10,160,35,335,275
24660803,803,394,110,20,260,5,110,25,230,240
24660804,804,645,145,25,470,10,110,30,400,280
24660805,805,577,230,50,290,5,115,20,200,230
24660806,806,549,125,30,390,10,80,15,290,190
24660807,807,587,190,25,375,0,100,20,250,145
24660808,808,324,95,5,220,0,95,15,175,140
24660809,809,528,140,20,345,5,100,20,245,200
24660810,810,474,105,5,360,5,110,20,310,105
24660812,812,1321,320,105,865,30,205,140,830,410
24660813,813,640,155,155,325,0,130,115,420,200
24660814,814,587,100,130,335,20,90,110,355,255
24660815,815,544,100,155,285,5,100,105,380,90
24660816,816,821,115,265,420,15,105,80,600,200
24660818,818,749,185,160,375,25,105,120,420,190
24660820,820,508,90,5,410,5,100,25,390,70
24660821,821,650,165,15,470,5,125,40,340,220
24660822,822,416,140,35,235,5,115,35,140,175
24660823,823,488,170,25,290,0,160,35,255,190
24660824,824,877,360,65,425,30,240,60,290,275
24660825,825,553,105,20,420,5,105,0,410,150
24660826,826,451,70,20,350,5,95,30,300,145
24660827,827,688,150,30,500,10,100,70,435,200
24660828,828,556,125,10,410,10,135,30,400,165
24660829,829,567,95,10,460,0,85,45,480,145
24660830,830,575,95,15,470,0,140,20,505,65
24660832,832,416,95,5,320,0,110,10,330,75
24660833,833,403,70,15,320,0,75,35,340,80
24660834,834,569,105,65,385,15,95,60,385,180
24660835,835,737,290,55,385,10,130,60,270,350
24660836,836,515,115,45,345,10,90,15,335,220
24660837,837,691,135,70,470,15,155,45,350,285
24660838,838,706,185,70,435,20,100,125,335,320
24660839,839,714,210,60,420,15,125,50,330,325
24660840,840,688,245,40,380,30,105,35,370,320
24660841,841,655,180,55,405,15,130,55,295,320
24660842,842,759,175,100,460,25,95,80,355,295
24660843,843,289,90,20,160,15,45,35,125,120
24660844,844,511,170,105,220,10,80,95,205,300
24660845,845,517,125,105,270,20,60,85,195,280
24660846,846,634,170,55,395,10,95,35,310,250
24660847,847,615,230,75,305,5,155,55,205,295
24660848,848,466,200,55,210,10,120,50,115,235
24660849,849,584,265,35,285,0,205,40,195,385
24660850,850,402,185,15,195,10,45,10,250,165
24660851,851,525,95,15,400,5,95,25,275,245
24660852,852,537,160,45,320,15,80,60,175,335
24660853,853,797,225,50,495,15,105,20,400,320
24660854,854,834,115,30,660,0,135,75,625,195
24660855,855,493,90,15,390,0,80,0,265,115
24660856,856,824,270,95,435,20,180,75,285,520
24660857,857,643,125,30,485,0,110,50,315,260
24660858,858,476,115,15,345,5,85,15,225,165
24660859,859,746,235,55,430,25,165,65,315,400
24660860,860,756,255,105,370,25,115,65,185,550
24660861,861,887,295,85,465,45,165,75,240,475
24660862,862,492,170,40,270,15,100,50,195,270
24660863,863,756,290,65,380,20,180,25,210,455
24660864,864,876,220,80,390,25,195,95,185,400
24660865,865,1062,320,80,630,30,305,85,520,450
24660866,866,895,205,90,575,20,95,90,405,495
24660868,868,606,120,30,435,15,135,35,390,160
24660869,869,303,90,20,190,5,60,25,205,75
24660870,870,494,85,15,270,0,90,10,235,80
24660871,871,690,215,95,330,15,100,50,285,290
24660872,872,883,330,70,460,25,215,65,370,435
24660874,874,541,170,70,265,30,80,60,280,230
24660876,876,514,135,80,270,20,85,60,330,180
24660877,877,435,115,45,250,25,65,20,200,120
24660878,878,221,55,30,125,15,65,40,130,135
24660879,879,510,150,105,240,15,80,80,315,160
24660880,880,567,165,65,315,20,120,50,300,270
24660881,881,281,65,45,160,15,60,35,175,150
24660882,882,433,120,60,235,15,80,45,230,170
24660883,883,734,165,95,450,30,145,55,360,315
24660884,884,651,170,100,340,40,120,60,295,290
24660885,885,582,160,95,290,35,115,30,260,230
24660886,886,898,255,185,405,50,145,130,335,425
24660887,887,394,140,35,195,15,110,0,195,190
24660888,888,437,120,70,230,15,70,50,260,145
24660889,889,425,125,75,210,15,90,50,160,200
24660890,890,592,160,110,300,20,115,75,325,270
24660891,891,457,135,55,235,30,75,45,130,265
24660892,892,525,140,50,300,35,85,50,250,205
24660893,893,508,125,40,320,20,85,40,310,195
24660894,894,764,275,70,375,35,155,50,360,330
24660895,895,479,150,50,265,25,35,45,215,190
24660896,896,429,105,55,255,20,60,45,265,130
24660897,897,674,205,115,320,35,145,75,365,210
24660898,898,275,85,60,125,10,45,40,205,50
24660899,899,496,170,45,260,20,105,25,230,150
24660900,900,655,165,85,380,25,75,75,395,240
24660901,901,539,150,95,275,15,65,15,250,230
24660902,902,580,180,80,300,15,90,45,255,235
24660903,903,458,135,65,235,20,65,65,220,190
24660904,904,415,140,35,220,20,85,25,255,140
24660905,905,684,130,135,385,30,80,105,325,330
24660906,906,410,115,70,210,15,90,60,195,215
24660907,907,341,85,75,175,10,40,15,120,165
24660908,908,759,220,125,400,20,90,125,470,275
24660909,909,490,115,115,245,15,75,80,250,210
24660910,910,469,140,45,265,15,60,20,235,200
24660911,911,452,140,90,215,10,40,35,195,120
24660912,912,532,135,115,270,15,80,50,295,195
24660913,913,365,115,35,210,10,50,25,175,135
24660914,914,384,90,95,200,5,60,45,210,150
24660915,915,798,190,175,415,15,75,160,335,340
24660916,916,440,130,75,225,5,110,95,180,125
24660917,917,683,130,105,230,15,55,100,240,210
24660918,918,495,110,105,265,15,90,100,340,140
24660919,919,540,75,130,335,5,35,125,345,170
24660920,920,438,110,95,220,10,80,65,270,225
24660921,921,650,125,180,330,15,20,115,310,245
24660922,922,537,105,185,240,10,60,95,240,325
24660923,923,687,135,215,310,30,95,135,325,405
24660924,924,797,75,145,570,5,60,165,570,195
24660925,925,695,180,170,335,5,95,110,260,300
24660926,926,694,105,130,460,0,65,115,420,225
24660927,927,674,130,105,425,15,110,120,440,210
24660928,928,396,50,80,265,0,60,85,250,195
24660929,929,642,110,120,405,10,55,115,455,185
24660930,930,323,40,45,235,5,40,55,315,60
24660931,931,507,95,105,300,5,65,125,375,80
24660932,932,398,55,75,260,5,45,55,265,65
24660933,933,445,65,110,265,5,15,120,265,100
24660934,934,489,95,100,290,10,15,115,340,170
24660935,935,602,175,145,260,25,55,65,250,290
24660936,936,434,75,115,235,10,40,40,225,125
24660937,937,419,80,95,245,5,70,95,275,195
24660938,938,595,110,125,350,10,110,100,420,230
24660939,939,368,85,85,185,5,45,85,285,110
24660940,940,634,210,105,310,10,120,75,255,235
24660941,941,323,65,45,205,5,25,45,210,120
24660942,942,785,270,150,340,20,155,140,250,305
24660943,943,328,80,70,170,5,75,70,245,115
24660944,944,570,130,95,330,20,100,55,245,225
24660945,945,418,40,100,275,10,15,85,295,100
24660946,946,523,65,125,325,15,75,65,300,205
24660947,947,421,65,70,275,5,45,60,260,115
24660948,948,770,165,130,455,5,125,160,490,235
24660949,949,596,90,125,350,5,65,110,380,175
24660950,950,616,150,120,335,10,70,135,400,225
24660951,951,535,140,65,320,10,75,80,275,190
24660952,952,820,275,205,315,25,195,110,180,380
24660953,953,471,95,50,315,10,75,55,270,160
24660954,954,452,80,40,315,20,80,75,295,180
24660955,955,796,80,180,350,10,55,85,440,190
24660956,956,540,65,100,355,0,25,105,440,105
24660957,957,402,30,115,255,5,20,95,250,115
24660958,958,527,65,120,310,15,50,90,305,160
24660959,959,368,55,70,225,10,35,60,215,85
24660960,960,466,60,80,320,5,40,70,265,160
24660961,961,546,80,95,360,5,45,105,365,150
24660962,962,461,60,85,315,5,45,70,390,105
24660963,963,434,100,100,215,15,80,85,200,180
24660964,964,561,75,70,395,10,50,90,400,160
24660965,965,485,45,125,315,10,10,125,345,85
24660966,966,614,90,85,435,5,70,95,405,210
24660967,967,758,95,145,495,10,105,125,490,260
24660968,968,992,155,285,540,15,65,65,485,195
24660969,969,639,80,95,245,5,65,55,240,170
24660970,970,516,85,90,335,5,40,85,335,160
24660971,971,449,90,45,315,10,65,60,255,145
24660972,972,319,60,60,200,5,45,20,195,60
24660973,973,397,55,70,265,5,30,60,290,75
24660974,974,362,65,65,225,5,25,60,260,125
24660975,975,630,120,125,375,10,100,65,410,185
24660976,976,492,135,100,235,25,35,85,370,90
24660977,977,517,75,120,300,5,45,115,345,150
24660978,978,530,60,140,330,10,40,145,395,105
24660979,979,501,65,105,325,10,75,130,405,110
24660980,980,425,70,85,255,10,50,115,295,120
24660981,981,945,145,210,590,5,90,230,760,170
24660982,982,431,70,110,235,10,55,85,235,150
24660983,983,664,140,75,445,0,45,55,570,100
24660984,984,302,50,25,225,5,30,55,240,105
24660985,985,414,70,40,305,0,55,20,285,105
24660986,986,412,75,90,235,5,45,65,330,110
24660987,987,451,65,70,305,10,45,40,325,105
24660988,988,343,40,90,200,5,25,55,285,40
24660989,989,351,40,70,245,0,35,90,315,45
24660990,990,576,110,115,340,15,80,75,365,145
24660991,991,641,90,145,390,5,40,130,490,125
24660992,992,789,105,205,460,15,45,155,640,125
24660993,993,519,95,80,330,10,40,45,305,125
24660994,994,566,60,95,395,10,75,110,265,200
24660995,995,263,30,45,185,5,25,60,145,125
24660997,997,953,170,205,520,55,130,130,450,360
24660998,998,685,100,165,385,30,85,140,375,200
24660999,999,521,75,110,315,10,25,125,390,145
24661000,1000,492,50,130,300,15,55,85,290,145
24661001,1001,548,90,170,270,15,90,95,260,185
24661002,1002,858,100,240,480,30,55,140,440,345
24661003,1003,564,85,135,335,15,65,50,280,150
24661004,1004,532,65,115,340,15,40,130,330,175
24661005,1005,466,70,90,285,15,35,75,255,125
24661006,1006,313,30,90,185,5,25,85,220,85
24661007,1007,474,40,145,285,5,45,115,365,80
24661008,1008,354,50,85,205,10,30,90,235,60
24661009,1009,598,55,180,335,30,65,125,395,155
24661010,1010,606,90,130,355,35,60,60,360,205
24661011,1011,436,85,95,215,35,65,45,240,155
24661012,1012,506,55,100,185,20,30,50,260,100
24661013,1013,641,60,160,410,10,70,210,570,120
24661014,1014,628,80,175,360,10,40,95,390,180
24661015,1015,336,35,100,190,15,30,75,260,95
24661016,1016,626,70,155,380,10,60,140,435,165
24661017,1017,671,105,190,365,15,95,110,395,230
24661018,1018,768,75,170,500,20,55,175,525,210
24661019,1019,557,40,120,385,5,25,135,370,120
24661020,1020,626,75,135,400,20,70,150,485,150
24661021,1021,269,20,60,165,5,30,40,215,70
24661022,1022,398,50,110,230,10,50,80,295,105
24661023,1023,474,70,95,295,15,65,115,345,165
24661024,1024,482,50,130,285,10,50,80,280,155
24661025,1025,497,30,135,330,5,35,130,380,100
24661026,1026,695,55,195,445,5,50,190,570,105
24661027,1027,535,45,220,270,5,10,110,295,55
24661028,1028,480,45,175,255,5,35,140,365,75
24661029,1029,422,80,85,250,10,95,90,275,125
24661030,1030,854,115,275,445,10,65,135,680,200
24661031,1031,352,20,115,210,0,35,85,225,60
24661032,1032,740,75,230,420,15,90,220,410,365
24661033,1033,373,30,145,190,0,0,105,295,45
24661034,1034,590,45,205,340,5,25,135,495,85
24661035,1035,455,60,160,240,0,55,120,320,50
24661036,1036,515,35,120,320,10,50,140,350,85
24661037,1037,439,35,155,245,5,30,55,260,65
24661038,1038,467,40,140,285,5,30,115,325,95
24661039,1039,455,75,110,265,5,30,75,350,115
24661040,1040,523,20,150,345,10,15,125,420,115
24661041,1041,542,40,140,350,10,55,125,420,110
24661042,1042,569,50,180,330,10,25,145,420,115
24661043,1043,773,80,230,445,5,65,170,580,155
24661044,1044,587,75,155,350,5,60,160,455,100
24661045,1045,526,50,155,305,5,10,115,420,110
24661046,1046,397,60,95,235,10,35,95,260,135
24661047,1047,747,95,200,420,15,50,155,485,200
24661048,1048,1443,180,305,950,15,150,240,925,315
24661049,1049,405,35,115,260,5,45,90,345,50
24661050,1050,536,50,80,400,0,80,90,370,135
24661051,1051,600,75,120,375,10,60,110,460,110
24661052,1052,492,45,105,340,0,50,130,435,55
24661053,1053,500,50,75,375,0,100,85,405,85
24661054,1054,873,65,135,670,5,140,180,645,185
24661055,1055,1282,125,155,1000,0,200,285,1020,330
24661058,1058,662,90,85,480,5,95,105,465,105
24661059,1059,400,40,50,310,0,70,60,250,65
24661060,1060,634,35,130,465,0,95,125,505,100
24661062,1062,959,270,30,645,15,220,75,465,310
24661063,1063,554,180,20,350,10,100,25,265,185
24661066,1066,449,95,20,325,10,110,20,235,145
24661067,1067,417,80,5,315,10,75,20,280,100
24661068,1068,592,105,15,465,5,105,10,380,170
24661069,1069,641,115,10,515,5,145,30,510,110
24661070,1070,583,100,5,465,10,70,40,340,175
24661071,1071,421,85,15,320,0,80,35,325,80
24661072,1072,537,85,5,440,5,60,40,415,140
24661073,1073,465,90,10,365,0,85,25,345,115
24661080,1080,1305,730,40,505,30,525,65,185,375
24661081,1081,576,210,20,340,5,175,65,160,190
24661082,1082,793,425,30,325,15,290,55,145,215
24661083,1083,451,220,15,215,0,210,45,170,135
24661084,1084,608,315,20,270,5,250,50,140,225
24661086,1086,160,70,5,85,0,90,0,45,20
24661087,1087,585,295,5,270,5,215,40,165,185
24661093,1093,419,170,15,225,10,165,35,130,180
24661094,1094,807,410,30,350,20,390,65,165,245
24661099,1099,394,75,20,295,0,75,15,185,180
24661100,1100,770,205,50,510,5,190,105,380,310
24661102,1102,915,225,20,665,0,160,50,550,340
24661103,1103,576,165,20,390,0,120,50,280,145
24661104,1104,1572,680,50,815,20,500,55,365,570
24661105,1105,377,185,15,170,5,115,25,90,110
24661106,1106,5477,2245,240,2840,150,1200,360,1380,1955
24661108,1108,446,105,25,300,10,105,30,215,155
24661109,1109,557,100,150,305,5,50,85,265,265
24661110,1110,549,80,55,255,10,55,35,235,185
24661111,1111,579,135,130,300,15,50,35,305,250
24661113,1113,679,130,70,290,15,55,55,315,200
24661114,1114,616,100,95,380,20,65,70,340,195
24661116,1116,573,85,125,340,20,35,90,315,210
24661117,1117,521,115,95,270,20,35,40,185,260
24661118,1118,502,105,85,300,15,60,20,275,180
24661119,1119,842,100,100,635,10,140,130,535,195
24661120,1120,850,85,45,715,5,140,85,695,175
24661121,1121,655,95,75,465,20,105,100,515,170
24661122,1122,585,125,145,300,15,25,55,335,260
24661123,1123,544,120,120,285,25,35,35,325,255
24661124,1124,2375,255,355,1730,30,290,380,1710,740
24661125,1125,1028,120,225,580,15,140,140,755,265
24661126,1126,704,80,190,440,0,60,135,475,145
24661127,1127,702,90,150,455,10,95,80,560,125
24661128,1128,594,65,140,375,15,60,145,395,145
24661129,1129,695,95,130,465,5,165,120,530,155
24661130,1130,505,60,95,345,0,65,85,405,60
24661131,1131,503,90,100,310,5,50,95,415,60
24661132,1132,502,70,105,320,5,50,45,330,120
24661133,1133,395,65,60,260,10,75,110,285,95
24661134,1134,507,90,110,305,5,85,55,275,100
24661135,1135,768,80,215,435,35,75,160,535,255
24661136,1136,569,65,105,375,25,50,90,385,210
24661137,1137,677,100,115,450,15,85,125,430,155
24661138,1138,449,60,75,305,5,25,110,250,145
24661139,1139,719,45,120,370,10,95,105,420,125
24661140,1140,529,55,120,350,5,50,180,415,155
24661141,1141,518,45,105,360,0,85,125,420,115
24661142,1142,462,30,80,350,0,70,150,340,100
24661143,1143,500,70,105,325,0,55,110,345,110
24661144,1144,777,80,210,480,5,105,175,635,85
24661145,1145,312,30,75,210,0,30,55,180,40
24661146,1146,611,50,155,400,10,80,110,360,120
24661147,1147,622,65,110,435,5,75,90,410,135
24661148,1148,594,55,175,355,10,45,120,305,165
24661149,1149,563,70,125,355,10,105,90,320,140
24661150,1150,691,75,115,475,10,55,135,295,185
24661151,1151,366,40,70,250,5,35,80,275,80
24661152,1152,511,45,105,350,10,60,75,300,115
24661153,1153,503,70,95,335,5,80,150,320,100
24661154,1154,417,55,75,285,10,40,110,260,95
24661155,1155,482,65,90,320,10,50,100,315,120
24661156,1156,491,65,75,350,0,75,120,340,120
24661157,1157,420,65,80,265,5,75,50,285,95
24661158,1158,430,40,80,305,5,75,70,305,60
24661159,1159,363,20,90,250,5,55,75,270,65
24661160,1160,429,55,85,285,5,55,75,355,60
24661161,1161,389,30,80,280,0,20,60,300,50
24661162,1162,641,75,120,450,0,105,125,450,120
24661163,1163,735,80,185,465,5,45,240,645,105
24661164,1164,494,60,125,300,5,25,95,455,45
24661165,1165,536,35,110,390,0,30,115,470,50
24661166,1166,597,45,160,390,0,45,180,480,60
24661167,1167,428,55,95,275,5,30,130,455,40
24661168,1168,416,65,60,285,0,45,85,315,55
24661169,1169,691,90,140,460,5,55,140,570,85
24661170,1170,548,55,150,350,0,65,125,510,75
24661171,1171,618,105,100,405,10,70,125,490,110
24661172,1172,685,65,150,465,5,75,145,505,70
24661173,1173,401,45,80,280,0,65,85,300,55
24661174,1174,548,40,150,355,0,40,120,455,75
24661175,1175,408,40,120,250,0,25,95,320,70
24661176,1176,486,85,90,305,5,60,100,350,70
24661177,1177,498,95,95,305,10,85,90,270,75
24661178,1178,347,20,85,240,0,40,80,285,50
24661179,1179,1003,105,220,665,10,140,235,640,255
24661180,1180,704,130,165,390,15,105,105,425,210
24661181,1181,607,85,155,360,10,90,130,365,170
24661182,1182,497,30,140,325,5,30,115,355,135
24661183,1183,778,95,200,480,5,90,155,595,180
24661184,1184,550,50,130,360,5,45,185,470,115
24661185,1185,551,50,135,360,5,55,100,415,95
24661187,1187,584,40,125,415,5,45,145,425,105
24661189,1189,737,80,175,470,10,60,160,730,115
24661190,1190,615,35,150,425,5,25,230,510,115
24661191,1191,490,50,115,325,0,40,140,435,60
24661192,1192,633,65,150,420,0,55,165,455,60
24661193,1193,343,70,65,200,5,30,85,275,35
24661194,1194,701,65,170,465,10,25,185,595,40
24661195,1195,557,45,135,375,0,50,95,450,45
24661196,1196,669,55,170,445,0,40,150,640,100
24661197,1197,618,70,155,395,0,45,185,530,50
24661198,1198,493,60,100,330,0,50,115,350,110
24661199,1199,548,85,115,350,0,100,110,480,85
24661200,1200,559,70,100,370,5,65,135,535,85
24661201,1201,585,60,145,380,5,50,100,355,60
24661202,1202,472,65,85,320,0,65,85,390,60
24661203,1203,832,110,190,515,0,80,185,690,95
24661204,1204,255,35,50,170,0,30,75,220,30
24661205,1205,707,125,170,380,30,105,155,470,220
24661206,1206,520,65,115,320,20,50,80,380,130
24661207,1207,503,50,110,330,20,30,100,375,130
24661208,1208,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
24661209,1209,642,80,130,435,5,70,205,545,95
24661210,1210,321,35,80,205,0,30,70,295,25
24661211,1211,344,25,70,250,0,10,70,330,70
24661212,1212,4943,620,610,3360,130,430,790,2625,1800
24661213,1213,476,35,60,180,5,20,30,250,30
24661214,1214,590,75,135,380,5,75,175,420,125
24661215,1215,672,70,175,430,0,60,135,595,115
24661216,1216,365,30,85,250,0,10,130,365,60
24661217,1217,350,35,80,235,0,25,60,240,30
24661218,1218,445,15,85,335,5,55,120,360,80
24661219,1219,359,25,105,235,0,35,60,240,55
24661220,1220,381,35,80,260,0,45,65,325,75
24661221,1221,455,40,100,310,5,40,110,315,90
24661222,1222,1066,100,230,715,15,75,175,795,260
24661223,1223,1018,85,185,410,15,70,115,310,165
24661224,1224,1286,135,155,985,15,85,240,905,340
24661225,1225,288,40,25,215,10,20,40,135,155
24661226,1226,854,75,70,695,15,80,165,655,300
24661227,1227,1520,140,160,1185,30,120,250,985,425
24661228,1228,502,40,45,395,15,55,75,310,150
24661229,1229,1234,175,345,675,40,140,180,360,590
24661230,1230,965,95,120,725,25,95,190,535,405
24661231,1231,352,50,15,285,5,55,40,260,125
24661232,1232,1375,235,265,815,55,140,180,465,750
24661233,1233,853,130,155,540,30,95,130,310,290
24661234,1234,391,25,45,315,5,25,50,185,160
24661237,1237,90,10,5,75,0,0,0,35,25
24661240,1240,3198,510,360,2265,60,390,495,1570,1325
24661241,1241,686,75,70,535,5,30,80,400,215
24661242,1242,684,95,185,400,0,55,160,460,230
24661243,1243,616,95,210,270,20,15,115,405,175
24661244,1244,528,80,105,345,5,80,80,460,100
24661245,1245,487,50,90,345,0,65,90,410,65
24661246,1246,566,80,75,395,5,35,115,440,105
24661247,1247,407,85,55,265,5,55,35,325,85
24661248,1248,346,65,80,195,5,40,60,295,50
24661249,1249,556,95,70,385,0,55,105,435,60
24661250,1250,663,105,120,410,0,65,100,490,110
24661251,1251,597,65,170,360,0,45,140,445,135
